,ticker,date,open,high,low,close,adj close,volume,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS,SMA5,SMA10,SMA21,SMA50,SMA200,VOL20,RSI,ATR
0,A,2024-12-20,133.23,135.49,133.23,134.51,134.51,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9679999999998,138.187,137.6309523809523,135.96519999999992,138.66359999999995,2.021,44.65183050932146,3.320011470082355
1,AAPL,2024-12-20,248.12,255.0,246.3,254.49,254.49,125.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.37000000000018,249.39500000000015,243.0314285714287,234.82160000000005,210.92235000000016,49.17050000000004,72.26098620474613,4.237781766472399
2,ABBV,2024-12-20,171.79,176.8,170.66,175.58,175.58,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,173.42599999999985,174.03000000000003,176.4419047619048,182.76120000000026,178.83274999999998,6.2425000000000015,46.963091743370924,4.008770676655089
3,ABL,2024-12-20,7.5,7.9,7.42,7.72,7.72,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.668000000000002,7.79400000000002,7.884761904761916,8.502199999999998,10.084299999999999,0.4440000000000001,41.6649569838034,0.39043700353698485
4,ABNB,2024-12-20,128.63,135.82,128.34,134.21,134.21,12.52,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.10800000000003,133.83700000000016,135.77238095238104,135.63039999999998,141.11210000000005,4.813500000000001,49.31035591258098,4.150705135341488
5,ABOS,2024-12-20,1.78,1.86,1.75,1.85,1.85,1.0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.874000000000001,2.0069999999999952,2.143333333333338,2.4876000000000014,2.89915,0.3364999999999997,32.247255857596485,0.15733351110527316
6,ABP,2024-12-20,1.41,3.99,1.41,2.07,2.07,17.77,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4340000000000157,1.5490000000000221,2.060000000000003,6.368999999999971,9.920049999999986,1.7865000000000002,34.26674896665191,0.7385875091273534
7,ABSI,2024-12-20,2.88,3.09,2.86,2.99,2.99,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.2219999999999906,3.509000000000003,3.1919047619047625,3.5549999999999953,4.152149999999998,2.459000000000001,43.81831873187802,0.39117303214741483
8,ABT,2024-12-20,112.64,115.11,112.52,114.23,114.23,11.95,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.89800000000021,113.62699999999995,115.4933333333333,115.98100000000004,110.67190000000004,5.1790000000000065,46.69502777279416,1.9146443856825373
9,ACCD,2024-12-20,3.26,3.48,3.26,3.48,3.48,2.04,0,0,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3920000000000057,3.4850000000000008,3.5980952380952416,3.515400000000003,5.398150000000007,1.1035,47.34428381953702,0.18615291070779358
10,ACDC,2024-12-20,7.04,7.32,6.9,6.99,6.99,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,7.195999999999986,7.527999999999993,7.940476190476191,7.1168,7.529850000000003,0.47900000000000037,42.2998147479452,0.48892181213798735
11,ACGL,2024-12-20,88.63,91.35,88.63,90.99,90.99,4.09,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.11200000000001,92.1220000000001,95.95523809523802,100.13159999999999,100.26680000000005,1.9324999999999988,34.145937934332125,2.0211364869710198
12,ACHR,2024-12-20,8.25,10.0,8.18,9.49,9.49,69.97,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.964000000000006,8.331000000000007,7.83,5.379200000000002,4.224049999999997,56.68099999999998,66.43467108021268,1.0543903576937745
13,ACI,2024-12-20,19.36,19.59,19.25,19.52,19.52,9.9,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,19.409999999999982,19.134999999999994,19.264285714285705,18.95839999999999,19.746049999999997,6.832500000000006,54.66892620110435,0.6058042546740637
14,ACLX,2024-12-20,74.16,76.41,73.4,75.54,75.54,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,78.32600000000001,81.10499999999992,85.1147619047619,88.53040000000003,69.02414999999996,0.601,34.67487084216883,4.933012560175628
15,ACN,2024-12-20,370.7,372.07,362.0,366.37,366.37,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.1000000000001,360.5599999999997,360.4328571428572,360.4319999999996,333.3816500000001,2.632500000000001,54.96617003598509,9.007931069474154
16,ACON,2024-12-20,0.1,0.14,0.1,0.12,0.12,2.15,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11200000000000054,0.12400000000000082,0.1519047619047615,0.17060000000000067,0.2506500000000004,1.1325000000000016,36.462268529976,0.017512402359843488
17,ACRV,2024-12-20,6.62,7.18,6.51,6.71,6.71,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,6.860000000000005,6.9329999999999945,6.97190476190476,7.461600000000002,7.6415500000000005,0.06250000000000014,43.51961430558926,0.49278247190371843
18,ACT,2024-12-20,32.27,33.02,32.27,32.72,32.72,0.36,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.223999999999975,33.771000000000015,34.48666666666669,34.61839999999998,32.856500000000025,0.2729999999999997,31.549393394711302,0.7114503372783041
19,ACVA,2024-12-20,20.56,22.0,20.56,21.89,21.89,3.6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07000000000001,21.17399999999999,21.84761904761905,20.240400000000008,18.756649999999997,1.4774999999999996,54.890296408500404,0.9565742448102306
20,ACXP,2024-12-20,0.79,0.83,0.76,0.82,0.82,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7959999999999958,0.8420000000000002,0.9638095238095241,1.4894000000000007,2.0084500000000007,0.2485000000000001,33.46677388211544,0.12043220106335054
21,ADBE,2024-12-20,433.84,451.18,433.01,447.17,447.17,8.09,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.5260000000006,482.78600000000023,503.7247619047618,500.10959999999994,512.6528499999995,5.050500000000002,31.974936468631938,16.28710471858454
22,ADI,2024-12-20,206.28,213.26,205.83,211.78,211.78,6.53,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.49200000000002,214.356,216.46047619047633,220.58420000000012,218.17154999999994,3.5819999999999963,43.43768129855148,5.914023017269142
23,ADM,2024-12-20,49.4,50.96,49.25,50.49,50.49,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.57999999999998,51.53600000000008,52.394761904761914,53.8596,59.112349999999985,3.488000000000009,38.80535321381433,1.2734405339753978
24,ADP,2024-12-20,290.11,295.15,289.95,294.02,294.02,4.17,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.2460000000002,296.2279999999998,300.85428571428565,297.36400000000003,265.13095000000015,2.0314999999999994,43.82263452566085,4.613308982192966
25,ADSK,2024-12-20,290.75,299.73,288.54,298.12,298.12,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.45799999999997,302.53999999999974,304.5090476190477,298.86199999999985,256.3565000000001,1.8470000000000018,46.95511785567456,7.325993455708933
26,ADTX,2024-12-20,0.2,0.21,0.19,0.19,0.19,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24599999999994865,0.2980000000000778,0.3266666666666911,0.5207999999998537,50.598699999999916,1.693000000000002,17.14433021184579,0.09092610565383488
27,AEE,2024-12-20,88.37,89.32,87.88,89.29,89.29,3.69,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.44000000000004,89.40899999999996,91.43904761904757,89.90039999999999,79.92279999999997,1.3460000000000005,45.44638293233459,1.5932618704079065
28,AEI,2024-12-20,0.98,1.02,0.92,1.0,1.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9800000000000002,1.047000000000001,1.117142857142857,1.3098000000000005,1.0684000000000005,0.06250000000000003,40.07709412583057,0.1338548365451442
29,AEP,2024-12-20,91.84,93.07,91.22,92.75,92.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.71800000000006,92.846,95.52857142857127,96.8544,93.22625000000005,2.6155,40.012757783865574,1.607788568137402
30,AES,2024-12-20,12.36,13.1,12.36,13.0,13.0,25.09,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.791999999999991,13.165999999999991,13.12142857142857,14.573200000000007,17.246149999999997,15.398999999999992,41.91248496045801,0.5068301135482841
31,AESI,2024-12-20,21.03,21.52,21.04,21.44,21.44,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,21.942,22.42199999999999,22.870476190476204,21.412999999999993,21.509550000000004,1.8839999999999986,43.00629136419732,0.9442824762939505
32,AEVA,2024-12-20,3.8,4.11,3.75,4.02,4.02,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.003999999999997,4.243999999999997,4.3376190476190475,4.094600000000001,3.50155,0.5509999999999997,45.77638888137323,0.33633022874049434
33,AFCG,2024-12-20,8.73,9.1,8.69,8.97,8.97,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.035999999999996,9.265999999999996,9.453809523809518,9.6752,9.145249999999999,0.1780000000000002,36.62970093551358,0.25476500563406984
34,AFL,2024-12-20,101.04,103.17,100.83,102.69,102.69,4.64,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1739999999999,103.31999999999994,107.27857142857134,109.13000000000005,97.72084999999998,2.2634999999999987,36.3269047797886,1.9111705737032014
35,AFRM,2024-12-20,62.37,66.7,61.9,65.64,65.64,8.37,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.14599999999997,68.02699999999997,68.47333333333333,57.02360000000001,39.31265,8.284500000000008,51.6700991550226,4.654875632343155
36,AGFY,2024-12-20,36.94,37.74,35.2,36.0,36.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,38.05,35.50599999999999,39.87142857142858,20.866199999999996,8.615199999999998,0.2284999999999981,53.544952785563495,8.10365512004471
37,AGL,2024-12-20,1.83,1.99,1.84,1.97,1.97,5.24,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998000000000001,2.07799999999999,2.0952380952380874,2.340799999999996,4.573600000000005,3.6799999999999984,44.11163648940435,0.211519037597568
38,AHR,2024-12-20,27.04,27.97,26.62,27.75,27.75,17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77199999999998,27.979999999999997,28.49476190476192,27.042199999999983,19.493999999999993,2.9355,49.16610224973989,0.8825867023280984
39,AI,2024-12-20,35.01,36.88,34.13,36.34,36.34,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,39.455999999999975,39.658,38.34857142857142,31.590800000000012,27.2531,12.6495,50.241238272190294,3.2858447492251477
40,AIEV,2024-12-20,0.3,0.36,0.28,0.34,0.34,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2800000000000082,0.28999999999999415,0.3019047619047638,0.3393999999999967,4.283499999999995,6.964500000000003,53.84420006129839,0.06994266523777803
41,AIG,2024-12-20,70.95,73.43,70.65,72.69,72.69,12.05,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.41800000000006,72.31399999999996,74.29619047619059,75.62100000000001,75.52984999999993,4.72,44.217642971159094,1.5427385979866428
42,AILE,2024-12-20,0.96,1.0,0.86,0.88,0.88,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9680000000000062,1.0279999999999896,1.2076190476190558,1.3734000000000102,5.437099999999997,0.4510000000000005,31.307422032353944,0.14348358473137038
43,AIP,2024-12-20,8.75,9.53,8.73,9.48,9.48,0.49,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,9.588000000000005,9.121428571428572,8.198799999999997,7.725849999999992,0.2490000000000001,56.321930000687914,0.5828748896214504
44,AIRJ,2024-12-20,9.45,10.29,8.72,9.5,9.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,10.026,9.471999999999998,8.698095238095245,7.31339999999999,9.416599999999999,0.15549999999999986,60.402067784304606,0.9759407455639791
45,AIRS,2024-12-20,5.41,5.82,5.34,5.35,5.35,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.792000000000007,5.941999999999999,6.468571428571427,6.4088,5.14255,0.24850000000000022,38.88069146281531,0.5873969366180946
46,AISP,2024-12-20,4.21,4.89,4.21,4.37,4.37,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.672000000000003,3.4889999999999923,3.1557142857142857,2.708200000000001,4.338749999999999,2.9800000000000018,69.11737999154003,0.5853570883934012
47,AIZ,2024-12-20,207.78,212.79,207.78,212.27,212.27,0.92,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.76000000000008,214.6119999999999,220.70476190476208,209.5912000000001,186.69925000000018,0.3929999999999998,44.456115320023834,4.028324244585401
48,AJG,2024-12-20,279.52,286.44,276.99,283.1,283.1,2.76,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.918,283.45399999999984,295.8733333333333,291.9979999999998,271.79735000000016,2.6470000000000002,40.44666252238906,6.309765350054198
49,AKA,2024-12-20,20.0,21.49,18.83,21.49,21.49,0.02,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03199999999998,20.716999999999985,21.052857142857135,22.38279999999998,18.59945000000002,0.007000000000000004,51.44282142759258,1.7396581197486092
50,AKAM,2024-12-20,94.25,96.32,93.93,95.89,95.89,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.85000000000005,97.64099999999999,96.43952380952385,97.72280000000005,98.31050000000005,1.7535000000000014,48.08079516652569,2.2088370702835864
51,AKYA,2024-12-20,2.34,2.6,2.34,2.49,2.49,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489999999999998,2.429000000000001,2.2828571428571456,2.6430000000000033,2.927850000000005,0.39050000000000007,51.91691815541141,0.23057644902338711
52,ALAB,2024-12-20,122.75,133.31,121.0,132.17,132.17,9.44,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.66799999999992,125.57500000000002,116.5733333333334,94.75679999999997,,4.924999999999998,69.46838718173892,8.196456754828015
53,ALB,2024-12-20,87.87,90.54,87.52,88.65,88.65,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.04000000000008,98.53600000000006,103.0576190476191,101.01339999999999,104.32809999999986,1.8254999999999975,32.64986312664815,4.58771808440274
54,ALCE,2024-12-20,0.78,0.85,0.76,0.84,0.84,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.792000000000004,0.9190000000000106,1.0695238095238062,1.7563999999999935,6.4430000000000005,0.09949999999999996,28.507182300778705,0.17241224588285595
55,ALGM,2024-12-20,20.87,21.83,20.8,21.59,21.59,6.99,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.629999999999995,21.614999999999952,21.57190476190474,21.225399999999976,25.27309999999998,2.048499999999999,51.28716038499487,1.0444177190876267
56,ALGN,2024-12-20,211.64,214.98,210.6,211.06,211.06,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.24600000000038,228.15900000000005,230.00809523809545,222.79419999999993,252.27740000000009,0.7474999999999998,35.76349552466907,7.965166566114602
57,ALGS,2024-12-20,36.76,41.64,36.37,39.84,39.84,0.47,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86600000000001,33.94200000000003,28.783333333333353,18.612999999999985,16.2261,0.42950000000000016,80.75443253000493,3.8398259648490067
